,Results,rhetorical_question
901,"""Are we not all connected by our shared humanity?""",1.0
902,"""Can you honestly say that your actions foster a sense of belonging and unity?""",1.0
903,"""Do you not understand the weight of your influence on those who look up to you?""",1.0
904,"""Why is it that some find pleasure in causing others pain?""",1.0
905,"""Are we not all responsible for creating a world in which everyone feels valued and respected?",1.0
906,"""Don't you realize the harm your words and actions inflict on the fabric of our community?""",1.0
907,"""Have you ever stopped to question the motives behind your hurtful behavior?""",1.0
908,"""Is it not time for us to rise above our prejudices and strive for greater understanding?""",1.0
909,"""Why do you persist in tearing down others instead of lifting them up?""",1.0
910,"""Are we not all capable of empathy and compassion?""",1.0
911,"""Do you not see the widespread effects of your thoughtless choices?""",1.0
912,"""Can you honestly say that your actions contribute to a more tolerant and accepting society?""",0.0
913,"""Why is it that some seem intent on sowing seeds of discord rather than fostering unity?""",0.0
914,"""Are we not all deserving of dignity and respect, regardless of our differences?""",0.0
915,"""Don't you realize the consequences of your divisive rhetoric?""",0.0
916,"""Have you ever stopped to consider the pain you cause with your insensitive words?""",0.0
917,"""Is it not time for us to come together, to embrace our shared humanity and overcome our divisions?""",0.0
918,"""Why do you persist in perpetuating a culture of hate and discrimination?""",0.0
919,"""Are we not all connected in our collective pursuit of happiness and fulfillment?""",0.0
920,"""Can you honestly say that your actions align with the values of kindness and compassion?""",0.0
921,"""Do you not understand the power you hold to create positive change?""",0.0
922,"""Why is it that some among us take pleasure in the suffering of others?""",0.0
923,"""Are we not all responsible for creating a world characterized by empathy and understanding?""",0.0
924,"""Don't you see the damage caused by your words and actions?""",0.0
925,"""Have you ever stopped to question the impact of your behavior on those around you?""",0.0
926,"""Is it not time to reflect on the consequences of your choices and make a change?""",0.0
927,"""Why do you persist in belittling and demeaning those who are different from you?""",0.0
928,"""Do you not realize the harm you are causing to our collective well-being?""",0.0
929,"""Can you honestly say that your behavior brings about positive transformation?""",0.0
930,"""Why is it that some find joy in tearing others down rather than building them up?""",0.0
931,"""Are we not all deserving of love and acceptance?""",0.0
932,"""Don't you understand the impact your words have on the vulnerable and marginalized?""",0.0
933,"""Have you ever considered the ripple effect of your hurtful actions?""",0.0
934,"""Is it not time for us to rise above our differences and work towards a more inclusive society?""",0.0
935,"""Why do you persist in perpetuating hate and division instead of unity and harmony?""",0.0
936,"""Are we not all connected by our shared humanity and common aspirations?""",0.0
937,"""Can you honestly say that your conduct aligns with the principles of decency and respect?""",0.0
938,"""Do you not comprehend the lasting impact of your choices on the relationships around you?""",0.0
939,"""Why is it that some individuals revel in the suffering of others?""",0.0
940,"""Are we not all responsible for fostering a culture of kindness and empathy?""",0.0
941,"""Don't you see the harm you are inflicting on those who have placed their trust in you?""",0.0
942,"""Have you ever questioned the motives behind your hurtful words and actions?""",0.0
943,"""Is it not time to take a step back and reflect on the consequences of your behavior?""",0.0
944,"""Why do you persist in tearing others down instead of building them up?""",0.0
945,"""Are we not all capable of growth and understanding?""",0.0
946,"""Do you not realize the lasting damage caused by your thoughtless behavior?""",0.0
947,"""Can you honestly say that your actions reflect the values we should strive to embody?""",0.0
948,"""Why is it that some individuals delight in causing others pain?""",1.0
949,"""Are we not all deserving of compassion and acceptance?""",1.0
950,"""Don't you understand the far-reaching impact of your words and actions?""",1.0
951,"""Have you ever stopped to consider the consequences of your behavior on those around you?""",1.0
952,"""Is it not time for us to come together and build a more harmonious future?""",1.0
953,"""Why do you persist in perpetuating hate and animosity?""",1.0
954,"""Are we not all connected in our shared quest for love and understanding?""",1.0
955,"""Can you honestly say that your behavior brings about positive change in our society?""",1.0
956,"""Do you not realize the damage caused by your thoughtless words and actions?""",1.0
957,"""Why is it that some find joy in inflicting suffering upon others?""",1.0
958,"""Are we not all responsible for fostering a culture of empathy and compassion?""",1.0
959,"""Don't you see the harm you are causing to the fabric of our community?""",0.0
960,"""Have you ever questioned the impact of your choices on the well-being of others?""",0.0
961,"""Is it not time for us to rise above our differences and work towards a more inclusive future?""",0.0
962,"""Why do you persist in tearing down those who are different from you?""",0.0
963,"""Are we not all capable of growth and embracing diversity?""",0.0
964,"""Do you not understand the lasting impact of your words on the hearts of those around you?""",0.0
965,"""Why is it that some individuals take pleasure in causing pain to others?""",0.0
966,"""Are we not all deserving of respect and understanding, regardless of our backgrounds?""",0.0
967,"""Don't you realize the ripple effect of your hurtful actions on the broader society?""",0.0
968,"""Have you ever stopped to question the motives behind your divisive behavior?""",0.0
969,"""Is it not time to reflect on the consequences of your choices and make a change for the better?""",0.0
970,"""Why do you persist in undermining the worth and dignity of others?""",0.0
971,"""Are we not all capable of empathy and embracing our shared humanity?""",0.0
972,"""Do you not see the harm you are causing to the relationships that matter most?""",0.0
973,"""Why is it that some are so quick to judge and condemn without understanding?""",0.0
974,"""Are we not all responsible for creating a world where kindness and acceptance prevail?""",0.0
975,"""Don't you understand the impact your actions have on those who look up to you?""",0.0
976,"""Have you ever stopped to consider the lasting consequences of your hurtful words?""",0.0
977,"""Is it not time for us to come together, united by our shared experiences and aspirations?""",0.0
978,"""Why do you persist in perpetuating hate and divisiveness in our society?""",0.0
979,"""Are we not all connected in our collective journey towards love and understanding?""",0.0
980,"""Can you honestly say that your behavior aligns with the values of decency and compassion?""",0.0
981,"""Do you not comprehend the harm caused by your choices on the well-being of others?""",0.0
982,"""Why is it that some delight in tearing down others instead of building them up?""",0.0
983,"""Are we not all deserving of empathy and acceptance, regardless of our differences?""",0.0
984,"""Don't you see the damaging impact of your words and actions on the fabric of our community?""",0.0
